direction,commodity,candidate_usd,reference_usd,status
imports,326290,3434276634.0,3267000000.0,2
imports,423100,0.0,0.0,0
imports,423400,0.0,0.0,0
imports,423600,0.0,0.0,0
imports,423800,0.0,0.0,0
imports,423A00,0.0,0.0,0
imports,424200,0.0,0.0,0
imports,424400,0.0,0.0,0
imports,424700,0.0,0.0,0
imports,424A00,0.0,0.0,0
imports,425000,2234000000.0,0.0,4
imports,4200ID,0.0,0.0,0
imports,441000,0.0,0.0,0
imports,445000,0.0,0.0,0
imports,452000,0.0,0.0,0
imports,444000,0.0,0.0,0
imports,446000,0.0,0.0,0
imports,447000,0.0,0.0,0
imports,448000,0.0,0.0,0
imports,454000,0.0,0.0,0
imports,4B0000,0.0,0.0,0
imports,481000,35757000000.0,46393000000.0,2
imports,482000,0.0,0.0,0
imports,483000,28361000000.0,0.0,4
imports,484000,0.0,0.0,0
imports,485000,0.0,0.0,0
imports,486000,0.0,0.0,0
imports,48A000,0.0,0.0,0
imports,492000,0.0,44000000.0,3
imports,493000,0.0,0.0,0
imports,511110,132814422.05726404,147000000.0,2
imports,511120,244848356.30965006,271000000.0,2
imports,511130,1613650053.0222692,1786000000.0,2
imports,5111A0,561976670.2014847,622000000.0,2
imports,511200,9868000000.0,1637000000.0,2
imports,512100,9379000000.0,9710000000.0,2
imports,512200,6140000000.0,1416000000.0,2
imports,515100,0.0,0.0,0
imports,515200,0.0,0.0,0
imports,517110,5113245283.0188675,141000000.0,2
imports,517210,0.0,0.0,0
imports,517A00,652754716.981132,18000000.0,2
imports,518200,883000000.0,439000000.0,2
imports,519130,76000000.0,811000000.0,2
imports,5191A0,2710498.4093319196,3000000.0,1
imports,522A00,0.0,0.0,0
imports,52A000,37629269282.41086,6646000000.0,2
imports,523900,0.0,0.0,0
imports,523A00,322730717.58913916,57000000.0,2
imports,524113,0.0,0.0,0
imports,5241XX,53267000000.0,53392000000.0,1
imports,524200,0.0,0.0,0
imports,525000,0.0,0.0,0
imports,531HSO,0.0,0.0,0
imports,531HST,0.0,0.0,0
imports,531ORE,0.0,0.0,0
imports,532100,0.0,0.0,0
imports,532400,0.0,0.0,0
imports,532A00,0.0,0.0,0
imports,533000,33285000000.0,0.0,4
imports,541100,3584000000.0,3861000000.0,2
imports,541511,6670126556.562958,13253000000.0,2
imports,541512,6707873443.437041,13328000000.0,2
imports,54151A,20433000000.0,7562000000.0,2
imports,541200,3220000000.0,3367000000.0,2
imports,541300,6104000000.0,14609000000.0,2
imports,541610,33805000000.0,31341000000.0,2
imports,5416A0,0.0,0.0,0
imports,541700,37059000000.0,30833000000.0,2
imports,541800,4485000000.0,7593000000.0,2
imports,541400,0.0,343000000.0,3
imports,541920,0.0,258000000.0,3
imports,541940,0.0,0.0,0
imports,5419A0,1928000000.0,2916000000.0,2
imports,550000,0.0,0.0,0
imports,561300,0.0,1588000000.0,3
imports,561700,0.0,0.0,0
imports,561100,0.0,0.0,0
imports,561200,0.0,0.0,0
imports,561400,0.0,136000000.0,3
imports,561500,0.0,79000000.0,3
imports,561600,0.0,135000000.0,3
imports,561900,0.0,0.0,0
imports,562000,24000000.0,234000000.0,2
imports,611100,0.0,0.0,0
imports,611A00,983000000.0,983000000.0,1
imports,611B00,748000000.0,748000000.0,1
imports,621100,0.0,15000000.0,3
imports,621200,0.0,15000000.0,3
imports,621300,0.0,15000000.0,3
imports,621400,0.0,15000000.0,3
imports,621500,0.0,15000000.0,3
imports,621600,0.0,15000000.0,3
imports,621900,0.0,15000000.0,3
imports,622000,639000000.0,4439000000.0,2
imports,623A00,0.0,15000000.0,3
imports,623B00,0.0,15000000.0,3
imports,624100,0.0,0.0,0
imports,624400,0.0,0.0,0
imports,624A00,0.0,0.0,0
imports,711100,432326283.9879154,432000000.0,1
imports,711200,546412386.7069486,546000000.0,1
imports,711500,0.0,0.0,0
imports,711A00,346261329.30513597,346000000.0,1
imports,712000,0.0,0.0,0
imports,713100,0.0,0.0,0
imports,713200,0.0,0.0,0
imports,713900,0.0,0.0,0
imports,721000,0.0,0.0,0
imports,722110,0.0,0.0,0
imports,722211,0.0,0.0,0
imports,722A00,0.0,0.0,0
imports,811100,0.0,0.0,0
imports,811200,0.0,0.0,0
imports,811300,0.0,0.0,0
imports,811400,6796000000.0,4786000000.0,2
imports,812100,0.0,0.0,0
imports,812200,0.0,0.0,0
imports,812300,0.0,0.0,0
imports,812900,0.0,0.0,0
imports,813100,0.0,0.0,0
imports,813A00,0.0,0.0,0
imports,813B00,0.0,0.0,0
imports,814000,0.0,0.0,0
imports,S00500,0.0,0.0,0
imports,S00600,0.0,0.0,0
imports,491000,333000000.0,289000000.0,2
imports,S00102,0.0,0.0,0
imports,GSLGE,0.0,0.0,0
imports,GSLGH,0.0,0.0,0
imports,GSLGO,0.0,0.0,0
imports,S00203,0.0,0.0,0
imports,S00401,6354621400.0,6707000000.0,2
imports,S00402,33430537003.0,7340000000.0,2
imports,S00300,0.0,260421000000.0,3
imports,S00900,0.0,-26000000.0,3
